GOLD TO USD SPOT RATE FROM BLOOMBERG,,,,
Date,Open,High,Low,Close
2018-11-01,1214.76,1237.44,1214.54,1233.43
2018-10-31,1222.93,1225.13,1212.03,1214.76
2018-10-30,1229.42,1230.67,1219.96,1222.93
2018-10-29,1234.1,1235.45,1224.4,1229.42
2018-10-26,1232.17,1243.48,1230.15,1233.53
2018-10-25,1233.79,1239.24,1228.19,1232.17
2018-10-24,1230.3,1234.37,1225.73,1233.79
2018-10-23,1222.1,1239.84,1221.74,1230.3
2018-10-22,1226.63,1229.67,1220.16,1222.1
2018-10-19,1225.82,1230.86,1223.22,1226.49
2018-10-18,1222.29,1230.16,1218.78,1225.81
2018-10-17,1224.95,1229.57,1220.67,1222.29
2018-10-16,1227.09,1232.47,1223.5,1224.95
2018-10-15,1217.21,1233.33,1217.19,1227.06
2018-10-12,1224.09,1224.62,1215.04,1217.05
2018-10-11,1194.79,1226.42,1191.34,1224.09
2018-10-10,1189.77,1194.94,1185.44,1194.79
2018-10-09,1188.08,1191.97,1183.43,1189.77
2018-10-08,1203.41,1204.17,1182.96,1188.08
2018-10-05,1199.92,1205.85,1197.34,1203.63
2018-10-04,1197.35,1206.8,1196.08,1199.92
2018-10-03,1203.29,1208.32,1196.69,1197.35
2018-10-02,1188.99,1208.32,1188.61,1203.32
2018-10-01,1190.68,1192.15,1184.64,1188.99
2018-09-28,1182.83,1193.81,1180.89,1190.88
2018-09-27,1194.37,1198.65,1181.96,1182.83
2018-09-26,1201.22,1202.54,1190.61,1194.44
2018-09-25,1199.03,1203.41,1197.17,1201.22
2018-09-24,1199.03,1204.21,1194.49,1199.03
2018-09-21,1207.18,1211.1,1191.95,1200.04
2018-09-20,1204.04,1208.5,1201.39,1207.18
2018-09-19,1198.37,1206.26,1197.75,1204.04
2018-09-18,1201.41,1203.6,1195.93,1198.36
2018-09-17,1194.53,1204.89,1192.89,1201.46
2018-09-14,1201.47,1208.61,1191.93,1194.85
2018-09-13,1206.24,1212.73,1200.26,1201.47
2018-09-12,1198.57,1208.54,1192.78,1206.24
2018-09-11,1195.88,1199.46,1187.78,1198.59
2018-09-10,1195.37,1198.56,1191.56,1195.88
2018-09-07,1199.98,1203.58,1193.53,1196.93
2018-09-06,1196.73,1207.06,1195.88,1199.98
2018-09-05,1191.52,1198.45,1190.96,1196.73
2018-09-04,1201.02,1202.05,1189.69,1191.52
2018-09-03,1200.66,1203.93,1195.8,1201.27
2018-08-31,1199.98,1208.94,1198.36,1201.15
2018-08-30,1206.6,1207.96,1196.36,1199.98
2018-08-29,1201,1207.35,1200.42,1206.6
2018-08-28,1211.32,1214.35,1199.73,1201
2018-08-27,1207.38,1212.4,1203.22,1211.38
2018-08-24,1185.34,1208.59,1183.22,1205.35
2018-08-23,1195.79,1198.21,1183.97,1185.56
2018-08-22,1195.99,1201.64,1192.66,1195.8
2018-08-21,1190.48,1197.1,1187.76,1195.99
2018-08-20,1183.69,1190.91,1182.86,1190.48
2018-08-17,1174.15,1185.9,1172,1184.25
2018-08-16,1174.83,1182.08,1160.39,1174.16
2018-08-15,1194.05,1195.28,1173.2,1174.85
2018-08-14,1193.5,1198.79,1192.15,1194.09
2018-08-13,1211.29,1213.94,1191.8,1193.5
2018-08-10,1212.47,1217.09,1205.89,1210.57
2018-08-09,1213.88,1217.37,1210.84,1212.47
2018-08-08,1210.96,1215.9,1206.62,1213.88
2018-08-07,1207.64,1216.23,1207.43,1210.97
2018-08-06,1213.97,1217.93,1206.42,1207.64
2018-08-03,1207.86,1220.05,1204.58,1214.9
2018-08-02,1215.96,1221.17,1207.18,1207.83
2018-08-01,1224.02,1224.9,1215.88,1215.96
2018-07-31,1221.46,1228.59,1214.04,1224.15
2018-07-30,1223.13,1225.13,1219.11,1221.45
2018-07-27,1222.69,1227.43,1217.61,1224.22
2018-07-26,1231.63,1235.23,1222.44,1222.69
2018-07-25,1224.52,1234.2,1223.31,1231.63
2018-07-24,1224.5,1229.58,1218.25,1224.52
2018-07-23,1231.68,1235.18,1222.37,1224.5
2018-07-20,1222.97,1232.91,1215.76,1229.53
2018-07-19,1227.51,1229.25,1211.63,1222.97
2018-07-18,1227.54,1229.24,1221.17,1227.51
2018-07-17,1240.93,1245.06,1226.16,1227.54
2018-07-16,1241.18,1245.64,1238.42,1240.93
2018-07-13,1247.39,1248.19,1236.56,1244.32
2018-07-12,1241.97,1248.6,1241.41,1247.39
2018-07-11,1255.57,1256.96,1241.61,1241.96
2018-07-10,1257.69,1260.37,1247.41,1255.54
2018-07-09,1255.3,1265.99,1254.91,1257.68
2018-07-06,1257.91,1258.91,1252.88,1255.48
2018-07-05,1255.45,1259.82,1251.37,1257.91
2018-07-04,1252.73,1261.18,1252.05,1254.99
2018-07-03,1242.03,1256.91,1237.98,1252.73
2018-07-02,1251.74,1254.3,1239.77,1242.04
2018-06-29,1248.25,1255.68,1246.26,1252.6
2018-06-28,1252.35,1254.32,1246.02,1248.25
2018-06-27,1259.03,1260.12,1250.84,1252.35
2018-06-26,1265.62,1267.73,1254.85,1259.04
2018-06-25,1271.14,1272.65,1264.53,1265.64
2018-06-22,1267.18,1271.18,1266.79,1270.56
2018-06-21,1267.86,1270.17,1261.5,1267.19
2018-06-20,1274.66,1276.49,1267.69,1267.86
2018-06-19,1278.32,1284.13,1270.52,1274.66
2018-06-18,1278.03,1282.48,1277.11,1278.32
2018-06-15,1302.29,1303.21,1275.49,1278.94
2018-06-14,1299.31,1309.37,1297.64,1302.25
2018-06-13,1295.93,1301.25,1292.24,1299.31
2018-06-12,1300.49,1300.61,1293.35,1295.97
2018-06-11,1299.78,1302.28,1294.18,1300.49
2018-06-08,1297.18,1300.65,1293.28,1298.17
2018-06-07,1296.4,1303.19,1294.97,1297.18
2018-06-06,1296.4,1301.84,1293.9,1296.4
2018-06-05,1292.02,1300.57,1289.88,1296.4
2018-06-04,1292.76,1298.14,1290.32,1292.02
2018-06-01,1298.51,1300.67,1289.49,1293.4
2018-05-31,1301.38,1306.55,1297.75,1298.51
2018-05-30,1298.77,1304.4,1296.03,1301.38
2018-05-29,1298.2,1306.64,1293.04,1298.77
2018-05-28,1300.17,1300.37,1295.6,1299.04
2018-05-25,1304.63,1307.81,1299.7,1302.25
2018-05-24,1293.41,1306.69,1292.83,1304.63
2018-05-23,1291.14,1298.62,1288.01,1293.41
2018-05-22,1292.6,1296.21,1288.01,1291.14
2018-05-21,1290.8,1293.19,1282.18,1292.6
2018-05-18,1290.79,1294.24,1286.16,1293.04
2018-05-17,1290.73,1294.46,1285.24,1290.79
2018-05-16,1290.53,1296.96,1286.46,1290.73
2018-05-15,1313.5,1314.91,1288.78,1290.53
2018-05-14,1318.35,1322.4,1313.05,1313.5
2018-05-11,1321.6,1326.03,1316.63,1319.3
2018-05-10,1312.72,1322.9,1310.86,1321.6
2018-05-09,1314.63,1317.5,1304.34,1312.72
2018-05-08,1314.21,1317.88,1306.14,1314.63
2018-05-07,1313.46,1319.1,1310.04,1314.21
2018-05-04,1312.06,1315.44,1308.06,1314.5
2018-05-03,1304.96,1318.17,1304.64,1312.06
2018-05-02,1303.85,1313.5,1303.76,1304.96
2018-05-01,1315.39,1316.43,1301.79,1303.85
2018-04-30,1322.79,1325.5,1310.27,1315.39
2018-04-27,1316.8,1325.33,1315.48,1324
2018-04-26,1323.13,1326.59,1315.36,1316.8
2018-04-25,1330.35,1332.14,1318.83,1323.13
2018-04-24,1324.83,1332.75,1322.11,1330.35
2018-04-23,1334.43,1335.57,1322.15,1324.83
2018-04-20,1345.54,1346.41,1334,1336.36
2018-04-19,1349.41,1354.77,1341.03,1345.53
2018-04-18,1347.52,1355.73,1342.35,1349.41
2018-04-17,1345.93,1349.48,1337.77,1347.52
2018-04-16,1346.43,1350.56,1340.34,1345.93
2018-04-13,1334.94,1347.18,1333.54,1346.2
2018-04-12,1353.38,1353.38,1333.84,1334.94
2018-04-11,1339.62,1365.22,1339.26,1353.38
2018-04-10,1336.35,1342.64,1331.18,1339.64
2018-04-09,1333.92,1338.03,1326.95,1336.35
2018-04-06,1326.57,1335.51,1319.92,1333.03
2018-04-05,1333.19,1334.99,1322.79,1326.57
2018-04-04,1332.74,1348.3,1330.99,1333.19
2018-04-03,1341.29,1342.56,1328.97,1332.74
2018-04-02,1325.82,1344.96,1324.94,1341.29
2018-03-30,1325.5,1325.61,1325.43,1325.48
2018-03-29,1325.01,1328.39,1321.31,1325.5
2018-03-28,1345.05,1347.07,1323.54,1325.01
2018-03-27,1353.5,1356.92,1339.89,1345.05
2018-03-26,1347.27,1356.02,1343.57,1353.5
2018-03-23,1329.03,1350.33,1328.88,1347.33
2018-03-22,1332.24,1335.01,1324.88,1329.03
2018-03-21,1311.31,1336.7,1309.92,1332.24
2018-03-20,1316.85,1318.34,1307.23,1311.31
2018-03-19,1313.4,1319.7,1307.86,1316.85
2018-03-16,1316.1,1321.82,1309.74,1314.24
2018-03-15,1324.85,1328,1315.03,1316.1
2018-03-14,1326.5,1330.11,1321.55,1324.85
2018-03-13,1323.1,1328.36,1314.17,1326.51
2018-03-12,1323.84,1324.38,1315.18,1323.1
2018-03-09,1321.99,1325.25,1312.96,1323.93
2018-03-08,1325.57,1329.08,1319.11,1321.99
2018-03-07,1334.56,1340.59,1322.27,1325.57
2018-03-06,1320.11,1338.58,1320.05,1334.56
2018-03-05,1322.84,1327.83,1317.61,1320.11
2018-03-02,1317.03,1325.49,1315.29,1322.75
2018-03-01,1318.28,1321.15,1302.89,1317.03
2018-02-28,1318.36,1322.55,1315.69,1318.31
2018-02-27,1333.68,1336.8,1313.55,1318.36
2018-02-26,1328.25,1341.06,1326.66,1333.68
2018-02-23,1332.05,1332.54,1325.9,1328.71
2018-02-22,1324.63,1332.31,1321.04,1332.05
2018-02-21,1329.19,1336.31,1322.5,1324.63
2018-02-20,1346.53,1348.3,1328.54,1329.19
2018-02-19,1347.65,1351.47,1345.9,1346.46
2018-02-16,1353.67,1361.82,1344.87,1346.96
2018-02-15,1350.73,1357.2,1348.67,1353.67
2018-02-14,1329.55,1355.62,1317.91,1350.73
2018-02-13,1322.7,1331.1,1321.68,1329.55
2018-02-12,1315.05,1326.8,1314.28,1322.7
2018-02-09,1318.76,1322.81,1311.25,1316.65
2018-02-08,1318.31,1322.23,1307.17,1318.76
2018-02-07,1324.21,1332.36,1311.51,1318.39
2018-02-06,1339.67,1346.21,1320.26,1324.16
2018-02-05,1331.66,1341.53,1329.08,1339.67
2018-02-02,1348.79,1350.15,1327.46,1333.39
2018-02-01,1345.01,1351.08,1337.34,1348.79
2018-01-31,1338.59,1347.63,1332.82,1345.14
2018-01-30,1340.33,1348.98,1334.54,1338.59
2018-01-29,1350.06,1352.44,1337.71,1340.33
2018-01-26,1348.26,1357.2,1344.68,1349.12
2018-01-25,1358.46,1366.15,1342.55,1348.26
2018-01-24,1341.48,1362.1,1339.6,1358.46
2018-01-23,1333.92,1341.88,1331.45,1341.21
2018-01-22,1335.19,1335.8,1328.51,1333.92
2018-01-19,1327.08,1338.17,1326.45,1331.84
2018-01-18,1326.84,1333.18,1324.33,1327.03
2018-01-17,1338.42,1344.05,1326.2,1326.84
2018-01-16,1339.99,1342.36,1331.97,1338.41
2018-01-15,1336.84,1344.81,1336.09,1339.99
2018-01-12,1322.44,1339.42,1321.67,1337.64
2018-01-11,1316.87,1324.02,1315.79,1322.44
2018-01-10,1312.85,1327.77,1308.33,1316.89
2018-01-09,1320.4,1320.75,1308.97,1312.85
2018-01-08,1319.59,1322.2,1314.91,1320.4
2018-01-05,1323.01,1323.47,1313.77,1319.59
2018-01-04,1313.21,1326.07,1305.98,1323.01
2018-01-03,1317.56,1321.56,1307.6,1313.21
2018-01-02,1303.45,1319.01,1302.59,1317.56
2017-12-29,1295.04,1307.66,1293.87,1302.8
2017-12-28,1287.18,1295.25,1286.74,1295.04
2017-12-27,1283.07,1289.07,1281.39,1287.18
2017-12-26,1275.19,1284.48,1273.54,1283.1
2017-12-22,1266.6,1276.29,1265.07,1274.16
2017-12-21,1265.55,1269.06,1262.89,1266.6
2017-12-20,1261.7,1267.98,1261.45,1265.57
2017-12-19,1262.26,1265.34,1259.3,1261.7
2017-12-18,1255.01,1264.05,1252.82,1262.26
2017-12-15,1252.93,1261.87,1249.06,1256.44
2017-12-14,1255.44,1259.16,1250.55,1252.96
2017-12-13,1244.49,1257.18,1240.37,1255.5
2017-12-12,1242.02,1246.29,1236.55,1244.49
2017-12-11,1247.76,1251.61,1240.81,1242.02
2017-12-08,1247.22,1252.45,1244.11,1248.49
2017-12-07,1263.37,1264.59,1244.02,1247.22
2017-12-06,1265.77,1269.34,1262.61,1263.37
2017-12-05,1276.18,1277.15,1261.04,1265.77
2017-12-04,1280.4,1280.4,1271.19,1276.18
2017-12-01,1275.01,1289.35,1271.71,1280.62
2017-11-30,1283.64,1285.36,1270.42,1275.01
2017-11-29,1293.99,1296.76,1282.12,1283.64
2017-11-28,1294.52,1297.48,1290.76,1293.98
2017-11-27,1288.65,1299.29,1286.83,1294.52
2017-11-24,1291.47,1293.31,1285.74,1288.37
2017-11-23,1292.12,1293.64,1287.1,1291.47
2017-11-22,1280.61,1294.75,1279.15,1292.12
2017-11-21,1276.92,1284.79,1276.32,1280.61
2017-11-20,1294.24,1294.88,1274.6,1276.92
2017-11-17,1278.58,1297.05,1278.38,1292.42
2017-11-16,1278.14,1281.82,1275.22,1278.58
2017-11-15,1280.25,1289.61,1276.8,1278.14
2017-11-14,1278.31,1283.67,1270.1,1280.25
2017-11-13,1274.93,1279.82,1274.33,1278.31
2017-11-10,1285.07,1287.15,1273.5,1275.07
2017-11-09,1281.36,1288.52,1279.76,1285.07
2017-11-08,1275.3,1287.31,1275.03,1281.36
2017-11-07,1281.95,1282.22,1271.95,1275.3
2017-11-06,1270.06,1283.04,1266.15,1281.95
2017-11-03,1276,1280.08,1265.6,1269.91
2017-11-02,1274.66,1284.23,1273.17,1276.13
2017-11-01,1271.45,1280.98,1268.05,1274.66
2017-10-31,1276.29,1278.23,1267.78,1271.45
2017-10-30,1273.14,1278.93,1269.05,1276.29
2017-10-27,1266.99,1274.7,1263.85,1273.35
2017-10-26,1277.53,1282.62,1265.85,1266.99
2017-10-25,1276.58,1280.1,1271.09,1277.53
2017-10-24,1282.41,1283.73,1273.81,1276.58
2017-10-23,1279.55,1283.4,1272.61,1282.27
2017-10-20,1290.13,1291.17,1278.05,1280.47
2017-10-19,1281.08,1290.73,1276.51,1290.13
2017-10-18,1285.12,1288.95,1277.04,1281.08
2017-10-17,1295.81,1297.17,1281.49,1285.12
2017-10-16,1303.38,1306.11,1290.6,1295.79
2017-10-13,1293.72,1303.93,1291.24,1303.82
2017-10-12,1291.72,1297.54,1289.75,1293.72
2017-10-11,1288.03,1293.62,1284.67,1291.72
2017-10-10,1284.05,1294.31,1282.2,1288.03
2017-10-09,1276.42,1285.52,1275.38,1284.05
2017-10-06,1268.46,1276.87,1260.67,1276.68
2017-10-05,1274.85,1279.07,1266.64,1268.22
2017-10-04,1271.66,1282.29,1269.01,1274.85
2017-10-03,1271.13,1274.76,1268.41,1271.66
2017-10-02,1279.86,1280.34,1269.77,1271.13
2017-09-29,1287.29,1290.38,1276.16,1279.75
2017-09-28,1282.78,1288.87,1277.83,1287.3
2017-09-27,1293.98,1296.25,1281.56,1282.78
2017-09-26,1310.79,1313.74,1292.33,1293.98
2017-09-25,1298.05,1312.21,1289.62,1310.78
2017-09-22,1291.2,1298.79,1289.79,1297.3
2017-09-21,1301.09,1301.75,1288.2,1291.2
2017-09-20,1311.15,1316.13,1296.14,1301.1
2017-09-19,1307.44,1311.8,1305.26,1311.15
2017-09-18,1319.64,1320.14,1304.71,1307.44
2017-09-15,1329.74,1334.42,1319.56,1320.18
2017-09-14,1323.21,1330.82,1315.8,1329.74
2017-09-13,1331.81,1337.18,1320.95,1322.37
2017-09-12,1327.54,1332.19,1322.71,1331.81
2017-09-11,1337.67,1340.01,1326.47,1327.54
2017-09-08,1349.22,1357.61,1342.88,1346.59
2017-09-07,1334.31,1349.98,1332.61,1349.22
2017-09-06,1339.95,1342.55,1331.75,1334.22
2017-09-05,1335.27,1344.44,1326.27,1339.71
2017-09-04,1336.39,1339.81,1331.89,1333.87
2017-09-01,1321.43,1328.91,1316.52,1325.23
2017-08-31,1308.59,1323.7,1298.46,1321.43
2017-08-30,1309.23,1313.78,1305.28,1308.6
2017-08-29,1310.33,1326.08,1305.11,1309.23
2017-08-28,1292.6,1312.08,1291.92,1310.13
2017-08-25,1286.4,1294.57,1276.36,1291.35
2017-08-24,1290.96,1291.31,1284.62,1286.4
2017-08-23,1285.08,1291.57,1282.84,1290.96
2017-08-22,1291.88,1292.61,1282.1,1285.08
2017-08-21,1283.93,1293.85,1280.7,1291.88
2017-08-18,1288.15,1300.92,1283.64,1284.13
2017-08-17,1283.11,1290.2,1281.83,1288.15
2017-08-16,1271.53,1283.94,1267.9,1283.11
2017-08-15,1282.15,1284.47,1267.39,1271.53
2017-08-14,1290.44,1290.44,1278.69,1282.15
2017-08-11,1286.53,1292.1,1281.5,1289.31
2017-08-10,1277.55,1287.92,1274.74,1286.53
2017-08-09,1260.96,1278.85,1260.53,1277.3
2017-08-08,1257.85,1265.31,1251.61,1260.96
2017-08-07,1258.83,1260,1255.87,1257.85
2017-08-04,1268.6,1270.33,1254.29,1258.88
2017-08-03,1266.65,1270.92,1257.02,1268.6
2017-08-02,1268.76,1272.92,1263,1266.65
2017-08-01,1269.44,1274.16,1262.66,1268.76
2017-07-31,1270.23,1271.23,1265.85,1269.44
2017-07-28,1259.15,1270.93,1257.48,1269.64
2017-07-27,1260.53,1265.38,1254.61,1259.15
2017-07-26,1250.06,1263.57,1243.87,1260.53
2017-07-25,1255.3,1257.89,1249.19,1250.06
2017-07-24,1255.44,1258.9,1252.03,1255.3
2017-07-21,1244.55,1255.82,1243.46,1254.98
2017-07-20,1241.25,1247.64,1235.37,1244.49
2017-07-19,1242.47,1244.09,1236.05,1241.25
2017-07-18,1234.11,1244.66,1232.91,1242.47
2017-07-17,1229.13,1236.1,1228.36,1234.11
2017-07-14,1217.74,1232.95,1214.9,1228.7
2017-07-13,1220.51,1224.5,1216.66,1217.58
2017-07-12,1217.72,1225.8,1213.57,1220.51
2017-07-11,1214.34,1217.72,1208.29,1217.72
2017-07-10,1212.95,1215.72,1204.9,1214.36
2017-07-07,1225.23,1228.62,1207.43,1212.46
2017-07-06,1227.03,1229.35,1222.63,1225.22
2017-07-05,1223.68,1228.92,1217.54,1227.04
2017-07-04,1220.2,1226.59,1219.71,1223.42
2017-07-03,1241.85,1242.82,1218.26,1220.2
2017-06-30,1245.51,1248.29,1239.4,1241.61
2017-06-29,1249.26,1253.23,1239.85,1245.51
2017-06-28,1247.15,1255.01,1246.44,1249.27
2017-06-27,1244.72,1253.22,1241.43,1247.17
2017-06-26,1257.3,1258.2,1236.43,1244.72
2017-06-23,1250.51,1258.97,1249.85,1256.71
2017-06-22,1246.48,1254.89,1245.38,1250.51
2017-06-21,1243.01,1247.91,1240.98,1246.48
2017-06-20,1243.84,1248.14,1241.4,1243.01
2017-06-19,1254.3,1255.77,1243.14,1243.84
2017-06-16,1253.98,1257.23,1251.89,1253.73
2017-06-15,1260.86,1266.69,1251.58,1253.98
2017-06-14,1266.55,1280.77,1257.28,1260.86
2017-06-13,1266.2,1269.03,1259.36,1266.55
2017-06-12,1267.46,1270.41,1263.71,1266.18
2017-06-09,1278.01,1282.1,1264.73,1266.76
2017-06-08,1287.15,1289.02,1271.43,1278.01
2017-06-07,1294.39,1295.22,1282.76,1287.15
2017-06-06,1279.8,1296.15,1279.54,1294.39
2017-06-05,1280.05,1283.51,1277.84,1279.8
2017-06-02,1265.94,1279.62,1259.18,1279.17
2017-06-01,1268.92,1270.4,1261.6,1265.96
2017-05-31,1263.09,1274.17,1259.68,1268.92
2017-05-30,1266.92,1270.6,1259.48,1263.09
2017-05-29,1268.43,1269.18,1265.12,1268.1
2017-05-26,1255.69,1269.55,1253.24,1266.76
2017-05-25,1258.73,1259.76,1253.93,1255.67
2017-05-24,1251.22,1259.17,1247.99,1258.73
2017-05-23,1260.65,1263.88,1250.56,1251.22
2017-05-22,1257.3,1262.68,1251.85,1260.63
2017-05-19,1246.83,1256.53,1246.4,1255.93
2017-05-18,1261.36,1265.08,1246.09,1247.07
2017-05-17,1237.48,1261.48,1236.55,1261.36
2017-05-16,1230.82,1239.19,1230.41,1237.24
2017-05-15,1228.43,1237.4,1227.02,1230.82
2017-05-12,1225.03,1231.82,1224.36,1228.43
2017-05-11,1219.1,1227.79,1216,1225.04
2017-05-10,1221.23,1225.74,1217.67,1219.1
2017-05-09,1226.22,1228.67,1214.39,1221.23
2017-05-08,1222.9,1236.63,1221.21,1226.23
2017-05-05,1228.16,1235.69,1226.21,1228.01
2017-05-04,1238.17,1241.37,1225.79,1228.16
2017-05-03,1256.76,1257.81,1236.03,1238.17
2017-05-02,1256.5,1257.89,1252.07,1256.76
2017-05-01,1268.43,1271.27,1254.29,1256.58
2017-04-28,1264.3,1268.99,1263.19,1268.28
2017-04-27,1269.23,1270.7,1261.34,1264.3
2017-04-26,1264.08,1270.67,1260.06,1269.22
2017-04-25,1276.31,1278.27,1261.69,1264.13
2017-04-24,1284.9,1284.99,1265.51,1276.31
2017-04-21,1281.9,1288.34,1278.58,1284.44
2017-04-20,1280.21,1283.52,1276.71,1281.9
2017-04-19,1289.74,1291.14,1274.27,1280.21
2017-04-18,1284.71,1292.4,1279.05,1289.76
2017-04-17,1290.3,1295.56,1281.45,1284.71
2017-04-14,1287.92,1290.59,1283.78,1285.69
2017-04-13,1286.78,1288.67,1281.92,1287.92
2017-04-12,1274.86,1286.87,1272.03,1286.78
2017-04-11,1254.68,1275.25,1253.18,1274.86
2017-04-10,1253.94,1257.2,1247.23,1254.68
2017-04-07,1251.7,1270.87,1250.68,1254.53
2017-04-06,1255.76,1259.01,1249.9,1251.7
2017-04-05,1256.28,1257.41,1243.81,1255.76
2017-04-04,1253.5,1261.34,1253.34,1256.28
2017-04-03,1250.14,1253.8,1244.58,1253.5
2017-03-31,1242.64,1250.67,1239.77,1249.2
2017-03-30,1253.33,1253.93,1242.51,1242.64
2017-03-29,1251.82,1254.78,1247.38,1253.45
2017-03-28,1254.86,1258.49,1247.76,1251.82
2017-03-27,1246.04,1261.08,1246.04,1254.86
2017-03-24,1245.2,1251.97,1241.04,1243.57
2017-03-23,1248.84,1253.28,1242.88,1245.2
2017-03-22,1244.81,1251.42,1243.14,1248.84
2017-03-21,1234.24,1247.65,1226.97,1244.81
2017-03-20,1229.36,1235.62,1229.21,1234.24
2017-03-17,1226.61,1231.74,1224.54,1229.26
2017-03-16,1219.88,1233.81,1218.19,1226.61
2017-03-15,1199.02,1222.09,1197.59,1219.88
2017-03-14,1204.3,1207.71,1197.42,1199.12
2017-03-13,1205.68,1211.3,1202.51,1204.3
2017-03-10,1201.2,1206.43,1195.08,1204.64
2017-03-09,1208.31,1209.09,1199.35,1201.24
2017-03-08,1215.86,1218.65,1206.73,1208.31
2017-03-07,1225.29,1227.27,1214.25,1215.86
2017-03-06,1233.74,1236.95,1224.99,1225.29
2017-03-03,1234.25,1236.34,1222.94,1234.81
2017-03-02,1249.69,1250.16,1231.06,1234.25
2017-03-01,1248.47,1250.73,1237.01,1249.69
2017-02-28,1252.73,1258.48,1247.74,1248.44
2017-02-27,1257.9,1263.94,1251.05,1252.73
2017-02-24,1249.48,1260.23,1247.86,1257.19
2017-02-23,1237.44,1251.22,1235.83,1249.56
2017-02-22,1235.88,1240.72,1231.29,1237.44
2017-02-21,1238.47,1239.06,1226.23,1235.74
2017-02-20,1235.25,1239.08,1232.85,1238.47
2017-02-17,1239.04,1243.88,1234.34,1234.6
2017-02-16,1233.7,1242.46,1232.21,1239.04
2017-02-15,1228.13,1233.76,1216.78,1233.7
2017-02-14,1225.26,1234.65,1221.98,1228.13
2017-02-13,1232.9,1233.17,1219.42,1225.26
2017-02-10,1228.36,1237.23,1221.78,1233.62
2017-02-09,1241.53,1244.59,1225.69,1228.36
2017-02-08,1233.85,1244.8,1230.15,1241.53
2017-02-07,1235.53,1235.82,1227.8,1233.85
2017-02-06,1220.35,1235.7,1219.27,1235.53
2017-02-03,1215.96,1221.52,1207.29,1220.3
2017-02-02,1209.84,1225.39,1208.53,1215.96
2017-02-01,1210.72,1213.32,1198.24,1209.84
2017-01-31,1195.7,1215.46,1193.84,1210.72
2017-01-30,1192.95,1199.52,1188.33,1195.7
2017-01-27,1188.5,1191.69,1180.66,1191.2
2017-01-26,1200.69,1202.77,1184.52,1188.5
2017-01-25,1208.94,1209.85,1193.38,1200.69
2017-01-24,1218.23,1220.26,1206.73,1208.94
2017-01-23,1209.74,1219.55,1209.39,1218.23
2017-01-20,1204.85,1214.88,1198.68,1210.32
2017-01-19,1204.23,1206.65,1195.95,1204.85
2017-01-18,1217.07,1217.93,1202.48,1204.3
2017-01-17,1202.75,1218.92,1202.53,1217.07
2017-01-16,1197.21,1208.72,1196.86,1202.73
2017-01-13,1195.43,1200.83,1187.94,1197.34
2017-01-12,1191.62,1207.07,1190.84,1195.43
2017-01-11,1187.88,1198.4,1177.28,1191.62
2017-01-10,1181.1,1190.65,1180.29,1187.88
2017-01-09,1172.66,1186.24,1172.02,1181.1
2017-01-06,1180.12,1182.76,1171.05,1172.63
2017-01-05,1163.65,1185.14,1163.1,1180.12
2017-01-04,1158.84,1168.03,1156.3,1163.65
2017-01-03,1150.59,1164.5,1146.17,1158.84
2016-12-30,1158.05,1163.34,1147.36,1147.5
2016-12-29,1141.67,1159.48,1141.64,1158.19
2016-12-28,1138.78,1144.56,1136.47,1141.67
2016-12-27,1133.95,1150.75,1131.78,1138.78
2016-12-23,1128.38,1135.84,1128.14,1133.3
2016-12-22,1131.61,1134.17,1127.9,1128.38
2016-12-21,1132.35,1137.22,1129.49,1131.61
2016-12-20,1138.21,1139.84,1125.87,1132.35
2016-12-19,1133.95,1142.44,1133.93,1138.21
2016-12-16,1128.5,1141.38,1126.1,1134.88
2016-12-15,1142.98,1146.1,1122.89,1128.5
2016-12-14,1158.54,1165.28,1139.48,1142.95
2016-12-13,1162.22,1165.09,1154.69,1158.54
2016-12-12,1159.28,1165.92,1151.44,1162.22
2016-12-09,1170.78,1172.16,1156.45,1159.86
2016-12-08,1173.98,1178.79,1169.29,1170.78
2016-12-07,1169.85,1180.32,1165.76,1173.98
2016-12-06,1170.31,1175.42,1167.03,1169.85
2016-12-05,1181.19,1188.18,1157.26,1170.38
2016-12-02,1171.69,1178.13,1164.92,1177.43
2016-12-01,1173.21,1176.82,1160.8,1171.69
2016-11-30,1188.45,1195.02,1170.78,1173.2
2016-11-29,1194,1195.28,1181.15,1188.31
2016-11-28,1184.77,1197.72,1182.95,1194
2016-11-25,1181.67,1193.33,1171.18,1183.56
2016-11-24,1188.32,1190.98,1180.38,1181.67
2016-11-23,1212.39,1215.06,1181.84,1188.32
2016-11-22,1214.23,1221.16,1206.21,1212.32
2016-11-21,1206.36,1217.76,1205.73,1214.23
2016-11-18,1216.42,1217.94,1202.96,1207.89
2016-11-17,1224.99,1231.52,1211.13,1216.42
2016-11-16,1228.73,1233.18,1221.55,1224.99
2016-11-15,1221.35,1231.65,1219,1228.73
2016-11-14,1228.14,1231.38,1211.68,1221.35
2016-11-11,1259.06,1265.49,1219.25,1227.64
2016-11-10,1277.98,1292.34,1252.44,1259.2
2016-11-09,1275.68,1337.38,1268.3,1277.98
2016-11-08,1281.64,1290.76,1272.95,1275.68
2016-11-07,1290.06,1295.9,1278.23,1281.64
2016-11-04,1302.68,1307.25,1294.86,1305.06
2016-11-03,1296.81,1306.87,1285.75,1302.7
