,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,2015-11-02,1127.3304544898149,1090.0882572458966,1154.6688250287173,1127.3304544898149,1127.3304544898149,-6.101817448316988,-6.101817448316988,-6.101817448316988,-8.877093458893643,-8.877093458893643,-8.877093458893643,2.775276010576658,2.775276010576658,2.775276010576658,0.0,0.0,0.0,1121.228637041498
11,2015-11-03,1128.0124456644862,1085.1993398569427,1149.9814694767356,1128.0124456644862,1128.0124456644862,-9.466679835104008,-9.466679835104008,-9.466679835104008,-9.46741629906295,-9.46741629906295,-9.46741629906295,0.0007364639589425054,0.0007364639589425054,0.0007364639589425054,0.0,0.0,0.0,1118.5457658293822
12,2015-11-04,1128.6944368391578,1082.7691613900333,1146.1848628962757,1128.6944368391578,1128.6944368391578,-12.364631864338108,-12.364631864338108,-12.364631864338108,-9.487546814364894,-9.487546814364894,-9.487546814364894,-2.8770850499732137,-2.8770850499732137,-2.8770850499732137,0.0,0.0,0.0,1116.3298049748196
13,2015-11-05,1129.3764280138291,1079.490376627258,1145.0282250684193,1129.3764280138291,1129.3764280138291,-15.04282581228092,-15.04282581228092,-15.04282581228092,-9.213960470874413,-9.213960470874413,-9.213960470874413,-5.828865341406506,-5.828865341406506,-5.828865341406506,0.0,0.0,0.0,1114.3336022015483
14,2015-11-06,1130.058419188501,1081.1609888859582,1146.3566351139625,1130.058419188501,1130.058419188501,-17.159256857714293,-17.159256857714293,-17.159256857714293,-8.333847159730391,-8.333847159730391,-8.333847159730391,-8.825409697983899,-8.825409697983899,-8.825409697983899,0.0,0.0,0.0,1112.8991623307866
15,2015-11-09,1132.1043927125152,1075.0552775863077,1138.8166739720523,1132.1043927125152,1132.1043927125152,-26.68501507572778,-26.68501507572778,-26.68501507572778,-8.877093458890165,-8.877093458890165,-8.877093458890165,-17.807921616837614,-17.807921616837614,-17.807921616837614,0.0,0.0,0.0,1105.4193776367874
16,2015-11-10,1132.786383887187,1072.7441692555826,1136.6321029548053,1132.786383887187,1132.786383887187,-30.184899468350316,-30.184899468350316,-30.184899468350316,-9.467416299081803,-9.467416299081803,-9.467416299081803,-20.717483169268515,-20.717483169268515,-20.717483169268515,0.0,0.0,0.0,1102.6014844188367
17,2015-11-11,1133.4683750618583,1068.4540397168323,1134.9546857897471,1133.4683750618583,1133.4683750618583,-33.037783298807675,-33.037783298807675,-33.037783298807675,-9.487546814364336,-9.487546814364336,-9.487546814364336,-23.55023648444334,-23.55023648444334,-23.55023648444334,0.0,0.0,0.0,1100.4305917630506
18,2015-11-12,1134.1503662365299,1069.5854109877623,1132.3130481064497,1134.1503662365299,1134.1503662365299,-35.50422784718154,-35.50422784718154,-35.50422784718154,-9.213960470870049,-9.213960470870049,-9.213960470870049,-26.29026737631149,-26.29026737631149,-26.29026737631149,0.0,0.0,0.0,1098.6461383893484
19,2015-11-13,1134.8323574112012,1065.3310809071543,1131.0302404113984,1134.8323574112012,1134.8323574112012,-37.259061502165466,-37.259061502165466,-37.259061502165466,-8.333847159708336,-8.333847159708336,-8.333847159708336,-28.92521434245713,-28.92521434245713,-28.92521434245713,0.0,0.0,0.0,1097.5732959090358
20,2015-11-16,1136.878330935216,1060.1839915878134,1123.341436221467,1136.878330935216,1136.878330935216,-45.00802496409082,-45.00802496409082,-45.00802496409082,-8.877093458843666,-8.877093458843666,-8.877093458843666,-36.13093150524716,-36.13093150524716,-36.13093150524716,0.0,0.0,0.0,1091.8703059711252
21,2015-11-17,1137.5603221098872,1059.223589215322,1122.6586759336842,1137.5603221098872,1137.5603221098872,-47.76225524756284,-47.76225524756284,-47.76225524756284,-9.467416299073518,-9.467416299073518,-9.467416299073518,-38.29483894848932,-38.29483894848932,-38.29483894848932,0.0,0.0,0.0,1089.7980668623245
22,2015-11-18,1138.242313284559,1057.2197255993249,1121.3201091408173,1138.242313284559,1138.242313284559,-49.833101729042774,-49.833101729042774,-49.833101729042774,-9.487546814364702,-9.487546814364702,-9.487546814364702,-40.34555491467807,-40.34555491467807,-40.34555491467807,0.0,0.0,0.0,1088.4092115555163
23,2015-11-19,1138.9243044592304,1056.4536798669003,1119.303151068491,1138.9243044592304,1138.9243044592304,-51.504842446644396,-51.504842446644396,-51.504842446644396,-9.213960470878439,-9.213960470878439,-9.213960470878439,-42.290881975765956,-42.290881975765956,-42.290881975765956,0.0,0.0,0.0,1087.4194620125859
24,2015-11-20,1139.606295633902,1057.84164340843,1120.3876268179283,1139.606295633902,1139.606295633902,-52.47477125976556,-52.47477125976556,-52.47477125976556,-8.333847159686277,-8.333847159686277,-8.333847159686277,-44.14092410007929,-44.14092410007929,-44.14092410007929,0.0,0.0,0.0,1087.1315243741365
25,2015-11-23,1141.6522691579164,1051.3808187407797,1114.7398604679595,1141.6522691579164,1141.6522691579164,-58.121419633197696,-58.121419633197696,-58.121419633197696,-8.877093458844094,-8.877093458844094,-8.877093458844094,-49.2443261743536,-49.2443261743536,-49.2443261743536,0.0,0.0,0.0,1083.5308495247186
26,2015-11-24,1142.334260332588,1045.875946822814,1115.3708617691302,1142.334260332588,1142.334260332588,-60.30979924451454,-60.30979924451454,-60.30979924451454,-9.467416299065228,-9.467416299065228,-9.467416299065228,-50.8423829454493,-50.8423829454493,-50.8423829454493,0.0,0.0,0.0,1082.0244610880734
27,2015-11-25,1143.0162515072593,1047.697007393744,1113.0573147330276,1143.0162515072593,1143.0162515072593,-61.89949455025497,-61.89949455025497,-61.89949455025497,-9.487546814364409,-9.487546814364409,-9.487546814364409,-52.41194773589056,-52.41194773589056,-52.41194773589056,0.0,0.0,0.0,1081.1167569570043
28,2015-11-26,1143.698242681931,1048.643866081998,1110.099309301637,1143.698242681931,1143.698242681931,-63.179745662797245,-63.179745662797245,-63.179745662797245,-9.213960470856614,-9.213960470856614,-9.213960470856614,-53.965785191940626,-53.965785191940626,-53.965785191940626,0.0,0.0,0.0,1080.518497019134
29,2015-11-27,1144.3802338566024,1049.197418370712,1112.2294434410908,1144.3802338566024,1144.3802338566024,-63.849093813405744,-63.849093813405744,-63.849093813405744,-8.33384715973329,-8.33384715973329,-8.33384715973329,-55.515246653672456,-55.515246653672456,-55.515246653672456,0.0,0.0,0.0,1080.5311400431967
30,2015-11-30,1146.426207380617,1043.0736386745468,1108.268150006734,1146.426207380617,1146.426207380617,-69.09803878471355,-69.09803878471355,-69.09803878471355,-8.877093458887542,-8.877093458887542,-8.877093458887542,-60.220945325825994,-60.220945325825994,-60.220945325825994,0.0,0.0,0.0,1077.3281685959034
31,2015-12-01,1147.1081985552885,1043.8592202899551,1109.089522648299,1147.1081985552885,1147.1081985552885,-71.29164472518735,-71.29164472518735,-71.29164472518735,-9.467416299056937,-9.467416299056937,-9.467416299056937,-61.82422842613043,-61.82422842613043,-61.82422842613043,0.0,0.0,0.0,1075.8165538301012
